Intel(R) Parallel Studio XE 2020 Update 4 for Linux*
Copyright 2009-2020 Intel Corporation.
Running on host compute169.bc4.acrc.priv
Started on Fri Dec  9 17:08:32 GMT 2022
Directory is /user/home/ig20411/ForestFireProject
Slurm job ID is 11010075
This jobs runs on the following machines:
compute169


400,0,1,1,1
400,0.05,2,2,4
400,0.1,3,3,9
400,0.15,5,3,10
400,0.2,6,4,12
400,0.25,8,5,16
400,0.3,9,6,25
400,0.35,14,7,24
400,0.4,19,11,34
400,0.45,27,12,55
400,0.5,48,25,114
400,0.55,122,40,312
400,0.6,1023,294,1662
400,0.65,622,586,669
400,0.7,541,528,573
400,0.75,499,493,511
400,0.8,471,465,480
400,0.85,449,446,455
400,0.9,432,430,437
400,0.95,417,416,420
400,1,401,401,401



Ended on: Fri Dec  9 17:10:05 GMT 2022
