Intel(R) Parallel Studio XE 2020 Update 4 for Linux*
Copyright 2009-2020 Intel Corporation.
Running on host compute242.bc4.acrc.priv
Started on Fri Dec  9 10:44:30 GMT 2022
Directory is /user/home/ig20411/ForestFireProject
Slurm job ID is 11008955
This jobs runs on the following machines:
compute[242-244]


100,0,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
100,0.7,144,139,157
100,0.75,131,128,144
100,0.8,122,119,127
100,0.85,116,115,118
100,0.9,111,111,113
100,0.95,107,106,108
100,1,101,101,101

100,0.05,2,2,3
100,0.1,2,2,3
100,0.15,4,2,5
100,0.2,4,4,7
100,0.25,6,4,9
100,0.3,8,6,15
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0

0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
100,0.35,10,6,16
100,0.4,10,5,19
100,0.45,20,9,30
100,0.5,29,15,55
100,0.55,103,41,182
100,0.6,203,113,278
100,0.65,177,161,202
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0



Ended on: Fri Dec  9 10:44:31 GMT 2022
